Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
BS,Bahamas,1989,MF,  6.8,,,  7.96,,,  14.76,46.1,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1990 b,MF,  4.645,  27.9,16.6,  4.241,  86.4,3.4,  8.886,52.3,  48.4,9.6,4.9,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
BS,Bahamas,1991 b,MF,  7.08,  31.09,22.8,  8.77,  97.705,2.5,  15.85,44.7,,,9.0,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1992,MF,  8.635,  31.985,27.0,  11.195,  100.455,2.4,  19.83,43.5,,,11.1,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1993,MF,  7.815,  33.255,23.5,  10.465,  105.535,2.4,  18.28,42.8,,,9.9,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1994 b,MF,  8.015,  32.5,24.7,  10.925,  104.4,2.4,  18.94,42.3,  56.3,14.2,10.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1995 b,MF,  6.4,  30.5,21.0,  9.085,  111.4,2.6,  15.485,41.3,,,8.2,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1996,MF,  7.635,  32.085,23.8,  9.2,  112.99,2.9,  16.835,45.4,,,8.1,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1997,MF,  7.0,  31.56,22.2,  7.625,  116.63,3.4,  14.63,47.8,,,6.5,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1998 b,MF,  4.805,  30.6,15.7,  7.02,  124.1,2.8,  11.825,40.6,  55.7,8.6,5.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,1999 b,MF,  4.69,  29.76,15.8,  7.045,  125.33,2.8,  11.74,39.9,,,5.6,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2001,MF,  4.555,  30.255,15.1,  6.745,  132.505,3.0,  11.3,40.3,,,5.1,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2002,MF,  5.7,  28.665,19.9,  9.495,  137.185,2.9,  15.195,37.5,,,6.9,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2003,MF,  7.685,  31.96,24.0,  10.99,  140.31,3.1,  18.675,41.2,,,7.8,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2004,MF,  7.14,  30.665,23.3,  10.82,  144.46,3.1,  17.96,39.8,,,7.5,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2005 b,MF,  6.19,  30.7,20.2,  11.87,  146.4,2.5,  18.06,34.3,,,8.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BS,Bahamas,2006,MF,  4.75,,,  8.96,,,  13.71,34.6,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: May
BS,Bahamas,2007,MF,  6.005,  31.8,18.9,  8.575,  153.4,3.4,  14.58,41.2,,,5.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BH,Bahrain,1991,MF,  9.05,  35.7,25.4,  5.328,  190.7,9.1,  14.378,62.9,  82.4,11.0,2.8,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: November
BH,Bahrain,2001,MF,  9.156,  45.5,20.1,  7.809,  262.8,6.8,  16.965,54.0,  109.7,8.3,3.0,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: April
BH,Bahrain,2004 b,MF,  14.517,  51.228,28.3,  15.884,  285.189,5.1,  30.401,47.8,  131.433,11.0,5.6,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: November
BD,Bangladesh,1984,MF,  431.0, 10 686.0,4.0,  86.0, 17 807.0,8.4,  517.0,83.4, 31 092.0,1.4,0.5,LABORSTA,HS,C,Youth: 10-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,1985,MF,  384.0, 11 244.0,3.4,  149.0, 18 266.0,4.2,  533.0,72.0, 32 531.0,1.2,0.8,LABORSTA,HS,C,Youth: 10-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,1986 b,MF,  190.0, 8 646.0,2.2,  79.0, 19 491.0,5.4,  269.0,70.6, 19 977.0,1.0,0.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,1989,MF,  313.0, 12 322.0,2.5,  117.0, 34 172.0,7.4,  430.0,72.8, 18 124.0,1.7,0.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,1996,MF,  889.0, 12 671.0,7.0,  375.0, 37 666.0,7.0, 1 264.0,70.3, 20 231.0,4.4,1.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,2000,MF, 1 388.0, 12 940.0,10.7,  361.0, 40 572.0,12.1, 1 749.0,79.4, 20 889.0,6.6,0.9,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,2003,MF,  823.0, 12 407.0,6.6, 1 179.0, 33 918.0,1.9, 2 002.0,41.1, 24 038.0,3.4,3.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
BD,Bangladesh,2005,MF, 1 030.0, 11 117.0,9.3, 1 074.0, 38 344.0,3.3, 2 104.0,49.0, 23 415.0,4.4,2.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1980,MF,  9.6,,,  4.9,,,  14.5,66.2,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Fourth quarter
BB,Barbados,1981,MF,  7.4,,,  4.8,,,  12.2,60.7,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1982,MF,  8.7,,,  6.8,,,  15.5,56.1,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1983,MF,  9.9,  32.4,30.6,  7.0,  80.2,3.5,  16.9,58.6,  51.0,19.4,8.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1984,MF,  10.3,,,  8.9,,,  19.2,53.6,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1985,MF,  11.2,,,  10.0,,,  21.4,52.3,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1986,MF,  10.1,  28.5,35.4,  10.6,  88.4,3.0,  20.9,48.3,  47.1,21.4,12.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1987,MF,  10.8,  29.6,36.5,  10.6,  89.7,3.1,  21.4,50.5,  48.3,22.4,11.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1988,MF,  9.6,  29.5,32.5,  11.6,  91.7,2.6,  21.3,45.1,  47.0,20.4,12.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Average of the first three quarters
BB,Barbados,1989,MF,  7.2,  28.2,25.5,  9.9,  96.3,2.5,  17.5,41.1,  42.4,17.0,10.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Fourth quarter
BB,Barbados,1990,MF,  9.6,  31.3,30.7,  9.0,  92.4,3.1,  18.6,51.6,  48.1,20.0,9.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: Average of first and fourth quarters
BB,Barbados,1991,MF,  8.5,  25.4,33.5,  12.4,  96.9,2.6,  20.9,40.7,  41.9,20.3,12.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1992,MF,  10.8,  25.6,42.2,  17.9,  99.1,2.3,  28.6,37.8,  41.2,26.2,18.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1993 b,MF,  11.6,  28.1,41.3,  20.7,  104.7,2.1,  32.3,35.9,,,19.8,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1994 b,MF,  10.9,  26.1,41.8,  18.7,  102.7,2.3,  29.6,36.8,  41.5,26.3,18.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1995,MF,  10.5,  27.8,37.8,  16.4,  109.0,2.5,  26.9,39.0,  43.0,24.4,15.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1996,MF,  7.5,  26.9,27.9,  12.3,  107.7,2.4,  19.8,37.9,  41.8,17.9,11.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1997,MF,  7.6,  25.3,30.0,  12.5,  112.3,2.7,  20.1,37.8,  40.9,18.6,11.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1998 b,MF,  5.7,  23.2,24.6,  11.1,  113.0,2.5,  16.7,34.1,  38.1,15.0,9.8,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,1999,MF,  5.2,  23.8,21.8,  8.9,  112.8,2.8,  14.2,36.6,  39.4,13.2,7.9,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,2000,MF,  4.808,  24.736,19.4,  8.525,  117.637,2.7,  13.3,36.2,,,7.2,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,2001,MF,  5.223,  22.605,23.1,  9.117,  122.64,3.1,  14.3,36.5,  38.129,13.7,7.4,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,2002,MF,  5.2,  22.241,23.4,  9.6,  121.2,3.0,  14.8,35.1,  38.111,13.6,7.9,CARIBBEAN,HS,C,Youth: 15-24; Adult: 25+,
BB,Barbados,2003 b,MF,  5.4,  20.6,26.2,  10.6,  124.9,3.1,  16.0,33.8,  36.1,15.0,8.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BE,Belgium,1983,MF,  162.8,  681.2,23.9,  287.826, 3 183.955,2.6,  450.626,36.1, 1 552.8,10.5,9.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1984,MF,  164.3,  652.1,25.2,  302.252, 3 275.042,2.7,  466.552,35.2, 1 543.7,10.6,9.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1985,MF,  149.3,  634.3,23.5,  299.178, 3 326.057,2.6,  448.478,33.3, 1 498.5,10.0,9.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1986,MF,  133.6,  634.4,21.1,  314.078, 3 335.137,2.2,  447.678,29.8, 1 485.1,9.0,9.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1987,MF,  130.1,  607.6,21.4,  310.483, 3 306.439,2.3,  440.583,29.5, 1 463.8,8.9,9.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1988,MF,  98.5,  545.3,18.1,  294.08, 3 330.369,2.0,  392.58,25.1, 1 447.5,6.8,8.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1989,MF,  79.2,  510.7,15.5,  244.787, 3 399.04,2.2,  323.987,24.4, 1 418.8,5.6,7.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1990,MF,  70.7,  488.9,14.5,  212.644, 3 419.369,2.3,  283.344,25.0, 1 375.5,5.1,6.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1991,MF,  68.5,  489.4,14.0,  210.896, 3 508.683,2.3,  279.396,24.5, 1 341.4,5.1,6.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1992 b,MF,  63.3,  478.3,13.2,  207.57, 3 562.821,2.3,  270.87,23.4, 1 320.8,4.8,5.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,"Reference period: May
Survey limitation: Definition of unemployment revised."
BE,Belgium,1993,MF,  82.8,  448.9,18.4,  246.102, 3 623.727,2.7,  328.902,25.2, 1 304.4,6.3,6.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1994,MF,  100.704,  460.95,21.8,  299.468, 3 687.321,2.7,  400.171,25.2, 1 309.773,7.7,8.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1995,MF,  94.653,  440.029,21.5,  296.043, 3 743.247,2.7,  390.696,24.2, 1 298.833,7.3,7.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1996,MF,  86.014,  420.107,20.5,  311.09, 3 767.506,2.5,  397.105,21.7, 1 282.136,6.7,8.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1997,MF,  86.401,  406.47,21.3,  291.116, 3 808.853,2.8,  377.517,22.9, 1 268.927,6.8,7.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1998,MF,  83.525,  409.78,20.4,  312.995, 3 843.594,2.5,  396.52,21.1, 1 255.684,6.7,8.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
BE,Belgium,1999 b,MF,  92.582,  410.179,22.6,  284.923, 3 954.74,3.1,  377.505,24.5, 1 247.889,7.4,7.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Survey limitation: Continuous survey introduced."
BE,Belgium,2000,MF,  67.77,  444.46,15.2,  222.723, 3 966.067,2.7,  290.494,23.3, 1 243.918,5.4,5.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2001,MF,  64.047,  417.713,15.3,  201.867, 3 886.806,3.0,  265.914,24.1, 1 242.79,5.2,5.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2002,MF,  78.911,  444.901,17.7,  251.739, 3 955.581,2.8,  330.65,23.9, 1 246.076,6.3,6.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2003,MF,  95.381,  437.469,21.8,  266.961, 3 995.227,3.3,  362.341,26.3, 1 250.44,7.6,6.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2004,MF,  93.829,  442.893,21.2,  285.315, 4 075.19,3.0,  379.144,24.7, 1 255.954,7.5,7.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2005,MF,  95.162,  442.99,21.5,  295.269, 4 182.854,3.0,  390.431,24.4, 1 265.104,7.5,7.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2006,MF,  90.668,  442.028,20.5,  292.531, 4 205.134,2.9,  383.199,23.7, 1 274.029,7.1,7.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2007,MF,  81.991,  435.154,18.8,  271.014, 4 298.127,3.0,  353.005,23.2, 1 284.911,6.4,6.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2008,MF,  77.904,  433.481,18.0,  255.48, 4 345.799,3.1,  333.383,23.4, 1 297.736,6.0,5.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2009,MF,  93.105,  424.279,21.9,  286.482, 4 376.019,3.4,  379.587,24.5, 1 307.771,7.1,6.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BE,Belgium,2010,MF,  95.763,  427.536,22.4,  310.118, 4 467.048,3.2,  405.881,23.6, 1 315.1,7.3,6.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
BZ,Belize,1991,MF,  1.101,  17.319,6.4,  0.979,  37.368,2.4,  2.08,52.9,  37.292,3.0,2.6,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
BZ,Belize,1993 b,MF,  3.67,,,  3.06,,,  6.73,54.5,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1994,MF,  4.45,,,  3.28,  49.1,,  7.73,57.6,,,6.7,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1995 b,MF,  5.05,  21.6,23.4,  3.87,  49.78,3.0,  8.92,56.6,,,7.8,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1996,MF,  5.66,  22.13,25.6,  4.73,  53.16,2.9,  10.39,54.5,,,8.9,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1997 b,MF,  5.74,  24.29,23.6,  4.51,  56.56,3.0,  10.26,55.9,,,8.0,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1998,MF,  6.45,  25.72,25.1,  5.8,  59.73,2.6,  12.25,52.7,,,9.7,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,1999,MF,  5.82,  25.89,22.5,  5.63,  63.32,2.5,  11.45,50.8,,,8.9,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,Reference period: April
BZ,Belize,2005 b,MF,  5.578,  28.624,19.5,  6.491,  81.277,2.4,  12.069,46.2,  57.882,9.6,8.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
BJ,Benin,1992,MF,  9.168,  541.3,1.7,  18.356, 1 281.2,1.2,  27.524,33.3,  816.8,1.1,1.4,LABORSTA,PC,C,Youth: 15-24; Adult: 25+,Reference period: February
BJ,Benin,2002 b,MF,  5.821,  707.5,0.8,  11.883, 1 875.7,1.3,  17.704,32.9, 1 217.2,0.5,0.6,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: February
BM,Bermuda,1991,MF,  0.696,,,  1.406,  30.7,,  2.102,33.1,,,4.6,LABORSTA,PC,T,Youth: 16-24; Adult: 25+,Reference period: May
BM,Bermuda,2000 b,MF,  0.366,  3.4,10.8,  0.635,  33.4,5.7,  1.001,36.6,  6.7,5.5,1.9,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
BT,Bhutan,2005,MF,  4.4,  69.572,6.3,  3.7,  187.323,3.2,  8.1,54.3,  145.81,3.0,2.0,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
BT,Bhutan,2006 b,MF,  4.3,  44.2,9.7,  2.9,  185.9,6.2,  7.2,59.7,  108.8,4.0,1.6,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: September to October
BT,Bhutan,2009,MF,  9.0,  69.5,12.9,  3.9,  256.2,8.5,  12.9,69.8,  148.9,6.0,1.5,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: March to May
BO,Bolivia,1994,MF,  16.69,,,  21.89,,,  38.58,43.3,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Main towns"
BO,Bolivia,1995,MF,  19.32,  318.6,6.1,  27.31,  943.6,2.1,  46.63,41.4,  701.6,2.8,2.9,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Main towns"
BO,Bolivia,1996 b,MF,  26.72,,,  44.95,,,  71.67,37.3,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
BO,Bolivia,1997,MF,  26.86,,,  44.13,,,  70.99,37.8,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
BO,Bolivia,1999,MF,  75.51,,,  75.96,,,  151.47,49.9,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
BO,Bolivia,2000,MF,  71.28,  834.3,8.5,  88.43, 2 741.2,2.6,  159.71,44.6, 1 616.9,4.4,3.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
BO,Bolivia,2001 b,MF,  83.826,  964.792,8.7,  118.397, 2 766.94,2.0,  202.223,41.5,,,4.3,SIAL,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Survey limitation: Data are derived from micro-sources."
BO,Bolivia,2002,MF,  84.046,  911.304,9.2,  115.814, 2 816.777,2.2,  199.86,42.1,,,4.1,SIAL,HS,C,Youth: 15-24; Adult: 25+,"Reference period: November
Survey limitation: Data are derived from micro-sources."
BA,Bosnia and Herzegovina,2006,MF,  103.0,  165.0,62.4,  263.0,  985.0,2.3,  366.0,28.1,  495.0,20.8,26.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25-64,
BA,Bosnia and Herzegovina,2007,MF,  95.0,  162.0,58.6,  251.0, 1 005.0,2.3,  346.0,27.5,  485.0,19.6,25.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25-64,
BA,Bosnia and Herzegovina,2008,MF,  70.0,  148.0,47.3,  201.0,  986.0,2.3,  271.0,25.8,  447.0,15.7,20.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25-64,
BW,Botswana,1985,MF,  39.286,  104.0,37.8,  52.794,  254.7,1.8,  92.08,42.7,  169.6,23.2,20.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BW,Botswana,1991 b,MF,  31.463,  122.8,25.6,  28.248,  309.2,2.8,  59.711,52.7,  269.4,11.7,9.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: August
BW,Botswana,1994 b,MF,  52.419,  127.084,41.2,  46.667,  340.621,3.0,  99.086,52.9,  276.048,19.0,13.7,NSO,IES,T,Youth: 15-24; Adult: 25+,"Reference period: November of the preceding year to January of the following year
Coverage limitation: Excluding resident foreign diplomats and regular military living in barracks"
BW,Botswana,1996 b,MF,  38.806,  102.3,37.9,  55.414,  334.2,2.3,  94.22,41.2,  297.5,13.0,16.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BW,Botswana,1998,MF,  20.678,  144.4,14.3,  94.534,  407.7,0.6,  115.212,17.9,  350.6,5.9,23.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BW,Botswana,2000,MF,  18.906,  139.0,13.6,  71.822,  432.2,0.8,  90.728,20.8,  357.0,5.3,16.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BW,Botswana,2006,MF,  47.533,,,  66.671,,,  114.204,41.6,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
BR,Brazil,1981,MF, 1 160.0,,,  731.0,,, 1 891.0,61.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1982,MF, 1 695.0,,,  714.0,,, 2 409.0,70.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1983,MF, 1 335.0,,, 1 019.0,,, 2 354.0,56.7,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1984,MF, 1 281.0,,,  850.0,,, 2 131.0,60.1,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1985,MF, 1 063.0, 16 766.5,6.3,  715.0, 35 469.0,3.1, 1 778.0,59.8, 26 288.0,4.0,2.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1986,MF,  778.0, 17 187.6,4.5,  508.0, 36 731.102,3.3, 1 286.0,60.5, 26 861.5,2.9,1.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1987,MF, 1 170.0, 17 585.199,6.7,  844.0, 39 065.199,3.1, 2 014.0,58.1, 27 119.6,4.3,2.2,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1988,MF, 1 260.0, 17 578.9,7.2,  943.0, 40 505.699,3.1, 2 203.0,57.2, 27 347.9,4.6,2.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1989,MF,  972.0, 17 637.801,5.5,  808.0, 41 782.398,2.8, 1 780.0,54.6, 27 528.9,3.5,1.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1990,MF, 1 207.0, 17 884.9,6.7, 1 064.0, 43 613.398,2.8, 2 271.0,53.1, 27 965.6,4.3,2.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1992 b,MF, 2 221.0, 18 644.4,11.9, 2 023.0, 47 494.898,2.8, 4 244.0,52.3, 27 748.6,8.0,4.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá
Survey limitation: Methodology revised; data not strictly comparable."
BR,Brazil,1993,MF, 2 142.0, 18 570.6,11.5, 1 908.0, 48 588.801,2.9, 4 050.0,52.9, 27 977.301,7.7,3.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1995,MF, 2 145.0, 18 755.6,11.4, 2 054.0, 51 772.602,2.9, 4 199.0,51.1, 28 784.1,7.5,4.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
BR,Brazil,1996,MF, 2 353.0, 18 650.5,12.6, 2 389.0, 51 424.0,2.7, 4 742.0,49.6, 29 797.4,7.9,4.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: September
Geographic limitation: Excluding the rural population of Rondônia, Acre, Amazonas, Roraima, Pará and Amapá"
